timestamp,raw_value,attention,meditation,blink,label
1647128338.3014147,742,30,30,0,0
1647128338.3024108,708,30,30,0,0
1647128338.3024108,668,30,30,0,0
1647128338.3024108,640,30,30,0,0
1647128338.3024108,625,30,30,0,0
1647128338.3024108,629,30,30,0,0
1647128338.3034108,641,30,30,0,0
1647128338.3034108,643,30,30,0,0
1647128338.3034108,646,30,30,0,0
1647128338.3034108,668,30,30,0,0
1647128338.314379,701,30,30,0,0
1647128338.3163736,717,30,30,0,0
1647128338.3163736,714,30,30,0,0
1647128338.3163736,704,30,30,0,0
1647128338.3163736,695,30,30,0,0
1647128338.3163736,700,30,30,0,0
1647128338.3163736,706,30,30,0,0
1647128338.3163736,696,30,30,0,0
1647128338.3163736,682,30,30,0,0
1647128338.3163736,691,30,30,0,0
1647128338.3183677,712,30,30,0,0
1647128338.3303366,723,30,30,0,0
1647128338.3313336,728,30,30,0,0
1647128338.332331,731,30,30,0,0
1647128338.332331,731,30,30,0,0
1647128338.332331,740,30,30,0,0
1647128338.332331,758,30,30,0,0
1647128338.3502843,768,30,30,0,0
1647128338.3512812,761,30,30,0,0
1647128338.3512812,744,30,30,0,0
1647128338.3512812,725,30,30,0,0
1647128338.3512812,721,30,30,0,0
1647128338.3512812,729,30,30,0,0
1647128338.3512812,754,30,30,0,0
1647128338.3572938,768,30,30,0,0
1647128338.3622513,740,30,30,0,0
1647128338.3632722,709,30,30,0,0
1647128338.3652434,696,30,30,0,0
1647128338.3652434,682,30,30,0,0
1647128338.3652434,652,30,30,0,0
1647128338.3652434,613,30,30,0,0
1647128338.3652434,573,30,30,0,0
1647128338.3652434,537,30,30,0,0
1647128338.3652434,506,30,30,0,0
1647128338.3662403,482,30,30,0,0
1647128338.3847468,469,30,30,0,0
1647128338.3847468,467,30,30,0,0
1647128338.3847468,465,30,30,0,0
1647128338.3847468,438,30,30,0,0
1647128338.3847468,409,30,30,0,0
1647128338.3857431,394,30,30,0,0
1647128338.3857431,377,30,30,0,0
1647128338.4336395,356,30,30,0,0
1647128338.4495726,329,30,30,0,0
1647128338.4525642,311,30,30,0,0
1647128338.4525642,304,30,30,0,0
1647128338.4525642,291,30,30,0,0
1647128338.4525642,273,30,30,0,0
1647128338.4525642,253,30,30,0,0
1647128338.4525642,242,30,30,0,0
1647128338.4525642,233,30,30,0,0
1647128338.4525642,227,30,30,0,0
1647128338.4535618,214,30,30,0,0
1647128338.4615698,210,30,30,0,0
1647128338.4615698,209,30,30,0,0
1647128338.4615698,172,30,30,0,0
1647128338.4615698,128,30,30,0,0
1647128338.4615698,105,30,30,0,0
1647128338.4615698,113,30,30,0,0
1647128338.4615698,113,30,30,0,0
1647128338.4615698,88,30,30,0,0
1647128338.4615698,73,30,30,0,0
1647128338.4615698,82,30,30,0,0
1647128338.4615698,114,30,30,0,0
1647128338.462565,153,30,30,0,0
1647128338.462565,180,30,30,0,0
1647128338.462565,183,30,30,0,0
1647128338.462565,181,30,30,0,0
1647128338.462565,188,30,30,0,0
1647128338.462565,201,30,30,0,0
1647128338.462565,204,30,30,0,0
1647128338.462565,193,30,30,0,0
1647128338.462565,178,30,30,0,0
1647128338.462565,182,30,30,0,0
1647128338.462565,195,30,30,0,0
1647128338.462565,193,30,30,0,0
1647128338.4635658,186,30,30,0,0
1647128338.4635658,194,30,30,0,0
1647128338.4635658,200,30,30,0,0
1647128338.4635658,197,30,30,0,0
1647128338.4635658,197,30,30,0,0
1647128338.4635658,209,30,30,0,0
1647128338.4635658,234,30,30,0,0
1647128338.4635658,265,30,30,0,0
1647128338.4635658,301,30,30,0,0
1647128338.4635658,332,30,30,0,0
1647128338.4720836,362,30,30,0,0
1647128338.4800596,378,30,30,0,0
1647128338.48106,360,30,30,0,0
1647128338.4850192,337,30,30,0,0
1647128338.4860163,331,30,30,0,0
1647128338.4860163,333,30,30,0,0
1647128338.4860163,316,30,30,0,0
1647128338.4860163,296,30,30,0,0
1647128338.4860163,281,30,30,0,0
1647128338.4870138,274,30,30,0,0
1647128338.4870138,267,30,30,0,0
1647128338.4920006,253,30,30,0,0
1647128338.4939973,243,30,30,0,0
1647128338.4939973,240,30,30,0,0
1647128338.4939973,240,30,30,0,0
1647128338.4939973,226,30,30,0,0
1647128338.49998,184,30,30,0,0
1647128338.504968,147,30,30,0,0
1647128338.5059946,130,30,30,0,0
1647128338.506962,123,30,30,0,0
1647128338.506962,118,30,30,0,0
1647128338.507986,112,30,30,0,0
1647128338.5089564,116,30,30,0,0
1647128338.5099795,134,30,30,0,0
1647128338.5099795,172,30,30,0,0
1647128338.5099795,198,30,30,0,0
1647128338.5099795,185,30,30,0,0
1647128338.5109773,155,30,30,0,0
1647128338.5159643,139,30,30,0,0
1647128338.520953,146,30,30,0,0
1647128338.5219214,170,30,30,0,0
1647128338.5239196,201,30,30,0,0
1647128338.5289204,213,30,30,0,0
1647128338.5299273,200,30,30,0,0
1647128338.5299273,185,30,30,0,0
1647128338.5299273,197,30,30,0,0
1647128338.5359104,203,30,30,0,0
1647128338.5408976,192,30,30,0,0
1647128338.5408976,170,30,30,0,0
1647128338.5408976,157,30,30,0,0
1647128338.5418692,154,30,30,0,0
1647128338.545885,154,30,30,0,0
1647128338.5598464,169,30,30,0,0
1647128338.5608437,200,30,30,0,0
1647128338.5608437,226,30,30,0,0
1647128338.5608437,234,30,30,0,0
1647128338.5618143,264,30,30,0,0
1647128338.5697951,323,30,30,0,0
1647128338.5707924,360,30,30,0,0
1647128338.5707924,359,30,30,0,0
1647128338.5707924,349,30,30,0,0
1647128338.5707924,339,30,30,0,0
1647128338.571789,324,30,30,0,0
1647128338.571789,313,30,30,0,0
1647128338.571789,295,30,30,0,0
1647128338.571789,277,30,30,0,0
1647128338.5807662,268,30,30,0,0
1647128338.5857518,274,30,30,0,0
1647128338.5948248,296,30,30,0,0
1647128338.5958178,337,30,30,0,0
1647128338.5958178,377,30,30,0,0
1647128338.5958178,410,30,30,0,0
1647128338.6027474,417,30,30,0,0
1647128338.6037028,411,30,30,0,0
1647128338.6037028,422,30,30,0,0
1647128338.6037028,436,30,30,0,0
1647128338.6037028,442,30,30,0,0
1647128338.6037028,442,30,30,0,0
1647128338.6037028,444,30,30,0,0
1647128338.6037028,465,30,30,0,0
1647128338.6097739,470,30,30,0,0
1647128338.610684,457,30,30,0,0
1647128338.610684,448,30,30,0,0
1647128338.611683,445,30,30,0,0
1647128338.611683,451,30,30,0,0
1647128338.6156719,443,30,30,0,0
1647128338.6176665,441,30,30,0,0
1647128338.6176665,454,30,30,0,0
1647128338.6176665,461,30,30,0,0
1647128338.6196833,448,30,30,0,0
1647128338.6206813,425,30,30,0,0
1647128338.6206813,410,30,30,0,0
1647128338.6307228,405,30,30,0,0
1647128338.6326256,404,30,30,0,0
1647128338.6326256,404,30,30,0,0
1647128338.6326256,394,30,30,0,0
1647128338.6436846,387,30,30,0,0
1647128338.6475847,389,30,30,0,0
1647128338.6656077,386,30,30,0,0
1647128338.667599,378,30,30,0,0
1647128338.667599,393,30,30,0,0
1647128338.667599,434,30,30,0,0
1647128338.667599,466,30,30,0,0
1647128338.6836004,477,30,30,0,0
1647128338.6845977,475,30,30,0,0
1647128338.6845977,461,30,30,0,0
1647128338.6845977,451,30,30,0,0
1647128338.6855903,451,30,30,0,0
1647128338.6855903,453,30,30,0,0
1647128338.6855903,455,30,30,0,0
1647128338.6855903,451,30,30,0,0
1647128338.7445781,426,30,30,0,0
1647128338.7445781,386,30,30,0,0
1647128338.7455754,342,30,30,0,0
1647128338.7455754,317,30,30,0,0
1647128338.7455754,310,30,30,0,0
1647128338.7455754,322,30,30,0,0
1647128338.7455754,340,30,30,0,0
1647128338.7465715,344,30,30,0,0
1647128338.7465715,330,30,30,0,0
1647128338.7465715,316,30,30,0,0
1647128338.7465715,320,30,30,0,0
1647128338.7485666,329,30,30,0,0
1647128338.7485666,315,30,30,0,0
1647128338.7485666,262,30,30,0,0
1647128338.7485666,208,30,30,0,0
1647128338.749565,178,30,30,0,0
1647128338.7505627,177,30,30,0,0
1647128338.7515607,197,30,30,0,0
1647128338.7515607,220,30,30,0,0
1647128338.7515607,235,30,30,0,0
1647128338.7515607,232,30,30,0,0
1647128338.7515607,236,30,30,0,0
1647128338.7515607,253,30,30,0,0
1647128338.7515607,263,30,30,0,0
1647128338.7515607,251,30,30,0,0
1647128338.7515607,218,30,30,0,0
1647128338.7525568,195,30,30,0,0
1647128338.7525568,188,30,30,0,0
1647128338.7525568,196,30,30,0,0
1647128338.7525568,203,30,30,0,0
1647128338.7525568,213,30,30,0,0
1647128338.7525568,219,30,30,0,0
1647128338.7525568,226,30,30,0,0
1647128338.7605367,232,30,30,0,0
1647128338.7625296,235,30,30,0,0
1647128338.7625296,241,30,30,0,0
1647128338.7625296,256,30,30,0,0
1647128338.7635274,273,30,30,0,0
1647128338.7635274,279,30,30,0,0
1647128338.7645247,275,30,30,0,0
1647128338.7645247,273,30,30,0,0
1647128338.7645247,264,30,30,0,0
1647128338.7655215,249,30,30,0,0
1647128338.7665188,237,30,30,0,0
1647128338.7685137,248,30,30,0,0
1647128338.7685137,268,30,30,0,0
